xpathparser:0,xpathparser:1,xpathparser:2,xpathparser:4,xpathparser:5,xpathparser:6,xpathparser:7,xpathparser:8,xpathparser:9
1003,YL,toilet,"Tan Kwai Tsuen, Tan Kwai Tsuen Road, Hung Shui Kiu, Yuen Long (Near Ying Yin School)",N/A,N/A,N/A,N/A,"22.426989,113.997447",0
1004,N,toilet,"Kan Tau Wai, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.539192,114.150919",0
1005,KwT,toilet,"Lutheran Village, Tsing Yi",N/A,N/A,N/A,N/A,"22.351967,114.106811",0
1006,TM,toilet,Yip Wong Road,N/A,N/A,N/A,N/A,"22.389722,113.968733",0
1007,TM,toilet,Pak Kok Tsuen,N/A,N/A,N/A,N/A,"22.37545,113.95704",0
1008,ST,toilet,Adjoining Tai Wai Public Transport Interchange,N/A,N/A,N/A,N/A,"22.37290,114.18082",0
1009,ST,toilet,"Pak Shek Kok, Ma Liu Shui",N/A,N/A,N/A,N/A,"22.41376,114.21398",0
1010,YL,toilet,"Sha Po Tsuen, Sha Po Tsuen Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.453503,114.055542",0
1011,N,toilet,"Opposite to Tsung Pak Long Village Office, Sheung Shui",N/A,N/A,N/A,N/A,"22.504486,114.117697",0
1012,SK,toilet,Ta Ku Ling Sun Tsuen No. 3A,N/A,N/A,N/A,N/A,"22.345308,114.251458",0
1013,SK,toilet,Sheung Yeung Tsuen,N/A,N/A,N/A,N/A,"22.310867,114.284836",0
1014,N,cemetery,"Lo Wu Station Road, Lo Wu, NT",N/A,N/A,N/A,06:30 - 19:30 hrs,"22.53107,114.116943",0
1015,Is,toilet,"Ngau Kwu Long, Lantau Island",N/A,N/A,N/A,N/A,"22.291878,113.977572",0
1016,Is,toilet,"Hau Wong Temple, Tung Chung",N/A,N/A,N/A,N/A,"22.279669,113.931286",0
1017,N,toilet,"Leng Tsai Tsuen, Fanling",N/A,N/A,N/A,N/A,"22.517744,114.170944",0
1018,N,toilet,"Man Kam To Road at entrance to Cheung Po Tau,Sha Ling",N/A,N/A,N/A,N/A,"22.527111,114.124733",0
1019,N,toilet,"Opposite to No. 100 Hang Tau Road, Sheung Shui",N/A,N/A,N/A,N/A,"22.496277,114.103942",0
1020,N,toilet,"Fung Hang, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.528531,114.224961",0
1021,YL,toilet,"Sai Pin Wai, Sai Kai Road, Yuen Long",N/A,N/A,N/A,N/A,"22.447442,114.031589",0
1022,YL,toilet,"Tai Sang Wai, Yuen Long",N/A,N/A,N/A,N/A,"22.471272,114.042058",0
1023,YL,toilet,"Nim Wan Road (Near Ha Pak Nai), Lau Fau Shan",N/A,N/A,N/A,N/A,"22.43425,113.948608",0
1024,YL,toilet,"Shui Lau Tin Tsuen, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.431606,114.083622",0
1025,YL,toilet,"Shek Po Tsuen, Shek Po Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.441636,113.995739",0
1026,YL,toilet,"Pak Nai, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.447667,113.959",0
1027,YL,toilet,"Mai Po Lung Tsuen, Mai Po Lung Road,\nSan Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.492433,114.068236",0
1028,YL,bath,"Tin Sam Road, Hung Shui Kiu, Yuen Long",N/A,N/A,N/A,7 a.m. to 9 a.m.\n4:30 p.m. to 8:30 p.m.,"22.434753,113.994281",0
1029,SK,toilet,"Shui Bin Tsuen, near Lamp Post",N/A,N/A,N/A,N/A,"22.32125,114.268306",0
1030,SK,toilet,Yim Tin Tsai,N/A,N/A,N/A,N/A,"22.376889,114.301333",0
1031,YL,toilet,"Kiu Tau Wai, Kiu Hung Road, Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.443194,114.004639",0
1032,YL,toilet,"Wang Chau, Fuk Hing Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.455028,114.026778",0
1033,TW,toilet,"Fu Yung Shan Road, Tsuen Wan, NT",N/A,N/A,N/A,N/A,"22.378028,114.117944",0
1034,TW,toilet,"Near Yuen Tun Village, Lung Yue Road, Tsing Lung Tau",N/A,N/A,N/A,N/A,"22.363306,114.045944",0
1035,N,toilet,Luk keng Wong Uk Tsuen,N/A,N/A,N/A,N/A,"22.520417,114.215222",0
1036,N,toilet,Man Kam To Vehicle Holding Area,N/A,N/A,N/A,N/A,"22.534417,114.130833",0
1037,TP,toilet,"Cheung Shu Tan Village, Tai Po",N/A,N/A,N/A,N/A,"22.426222,114.199083",0
1038,TP,toilet,"Shuen Wan Li Uk, Tai Po",N/A,N/A,N/A,N/A,"22.463361,114.206667",0
1039,N,toilet,"Kwu Tung South Road, Sheung Shui",N/A,N/A,N/A,N/A,"22.499833,114.098778",0
1040,N,toilet,"Shek Wu San Tsuen, Sheung Shui (near Ng Tung River)",N/A,N/A,N/A,N/A,"22.508167,114.136056",0
1041,YL,toilet,"Fraser Village, Tai Tong Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.435472,114.028667",0
1042,YL,toilet,"Sheung Che, Fan Kam Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.450778,114.097111",0
1043,TP,toilet,Che Ha Village,N/A,N/A,N/A,N/A,"22.430972,114.262333",0
1044,SK,toilet,"Tun Cheung Upper Village, near Lamp post",N/A,N/A,N/A,N/A,"22.3845,114.2675",0
1045,TP,toilet,Kei Ling Ha Sun Wai,N/A,N/A,N/A,N/A,"22.416361,114.270194",0
1046,Is,toilet,"Pak Kok Village, Lamma",N/A,N/A,N/A,N/A,"22.235472,114.113028",0
1047,N,toilet,"Sam Ah, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.517694,114.270861",0
1048,YL,toilet,"Wong Nai Tun Tsuen, Shui Tsiu San Tsuen Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.418417,114.022444",0
1049,YL,toilet,"Ping Ha Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.4595,113.990056",0
1050,N,toilet,"Kat O Fisherman Village, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.553222,114.288556",0
1051,N,toilet,"Yuen Ha Tsuen, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.527583,114.157278",0
1052,N,toilet,"Ma Mei Ha Tsuen, Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.518028,114.174111",0
1053,N,toilet,"Ha Wo Hang, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.528167,114.199028",0
1054,ST,toilet,Near the car-park Ma On Shan Village Hilltop,N/A,N/A,N/A,N/A,"22.408333,114.237556",0
1055,YL,toilet,"Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.473194,113.989333",0
1056,TM,toilet,"Shan Shek Wan Resite Area, Phase 1",N/A,N/A,N/A,N/A,"22.380472,113.957583",0
1057,N,toilet,"Loi Tung Tsuen, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.520472,114.183722",0
1058,N,toilet,"Tsiu Keng Pang Uk, Sheung Shui",N/A,N/A,N/A,N/A,"22.476417,114.10275",0
1059,YL,toilet,"Tong Tau Po Tsuen, Tai Shu Ha Road East, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.425889,114.037861",0
1060,TW,toilet,"Sham Tseng Commercial New Village, Sham Tseng, NT",N/A,N/A,N/A,N/A,"22.369917,114.058361",0
1061,TW,toilet,"Kwong Pan Tin San Tsuen, Route Twisk, Tsuen Wan, NT",N/A,N/A,N/A,N/A,"22.381639,114.1125",0
1062,N,toilet,"Wang Shan Keuk San Tsuen, Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.52075,114.171278",0
1063,N,toilet,"Nam Chung Lo Uk Tsuen, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.518139,114.207667",0
1064,N,toilet,"Tsiu Keng Lo Wai, Sheung Shui",N/A,N/A,N/A,N/A,"22.477222,114.106056",0
1065,N,toilet,"Leng Pei Tsuen in front of House No. 14, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.515944,114.177056",0
1066,TW,toilet,"Tsing Fai Tong New Village, Sham Tseng, NT",N/A,N/A,N/A,N/A,"22.371167,114.063111",0
1067,Is,toilet,"Luk Chau Village, Luk Chau Wan, Lamma Island",N/A,N/A,N/A,N/A,"22.217722,114.13025",0
1068,Is,toilet,"Lutheran Village II, Cheung Chau",N/A,N/A,N/A,N/A,"22.201833,114.025444",0
1069,N,toilet,"Side of House No.1 Cheung Lek Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.482056,114.100417",0
1070,N,toilet,"Tong Kung Leng, Sheung Shui",N/A,N/A,N/A,N/A,"22.485778,114.106889",0
1071,N,toilet,"Ping Kong Tsuen at rear of King Lam Yuen, Fanling",N/A,N/A,N/A,N/A,"22.490111,114.123389",0
1072,TM,toilet,"Siu Tong Raod,Wo Ping San Tsuen",N/A,N/A,N/A,N/A,"22.425417,113.994361",0
1073,TM,toilet,Tai Lam Chung Tsuen,N/A,N/A,N/A,N/A,"22.366278,114.023",0
1074,YL,toilet,"Cheung Uk Tsuen, Sheung Tsuen, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.432139,114.0995",0
1075,N,toilet,"Hok Tau Tsuen at rear of Produce Green, Fanling",N/A,N/A,N/A,N/A,"22.501389,114.173333",0
1076,N,toilet,"Rear of Kwu Tung Vegetable Marketing andamp; Credit Co-operative Society, Sheung Shui",N/A,N/A,N/A,N/A,"22.504722,114.102222",0
1077,YL,toilet,"Lai Uk Tsuen, Sheung Tsuen, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.428056,114.091389",0
1078,KwT,toilet,"Shing Mun Road, Kwai Chung",N/A,N/A,N/A,N/A,"22.383333,114.141389",0
1079,KC,toilet,"Shing Fung Road, Kai Tak Development Area, Kowloon City",N/A,N/A,N/A,N/A,"22.309167,114.2125",0
1080,YL,toilet,"San Sang Tsuen, Tin Ha Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.439444,113.991667",0
1081,YL,toilet,"Ha Tsuen Shi, Tin Ha Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.446389,113.993611",0
1082,YL,toilet,"Sha Kiu Tsuen, Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.486111,113.996667",0
1083,YL,toilet,"Pang Ka Tsuen, Kam Tin Road, Yuen Long",N/A,N/A,N/A,N/A,"22.440278,114.072222",0
1084,N,toilet,"Ngar Yiu, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.541944,114.136667",0
1085,TM,toilet,"Wu Uk Tsuen, Tai Lam",N/A,N/A,N/A,N/A,"22.361667,114.021944",0
1086,YL,toilet,"Ng Ka Tsuen, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.435556,114.07",0
1087,N,toilet,"Po Kak Tsai, Lau Shui Heung, Fanling",N/A,N/A,N/A,N/A,"22.502222,114.161667",0
1088,N,toilet,"At side of Ma Tseuk Leng Childrenand#039;s Playground, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.532778,114.200278",0
1089,TM,toilet,"Chan Uk Tsuen, So Kwun Wat",N/A,N/A,N/A,N/A,"22.377778,114.007778",0
1090,TW,toilet,"Shu On Terrace, Sham Tseng, NT",N/A,N/A,N/A,N/A,"22.369722,114.060556",0
1091,YL,toilet,"Ki Lun Tsuen, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.495833,114.085556",0
1092,YL,toilet,"Shui Tsiu San Tsuen, Shui Tsiu San Tsuen Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.425556,114.028611",0
1093,TM,toilet,Sun Fung Wai,N/A,N/A,N/A,N/A,"22.424444,113.989444",0
1094,TM,toilet,Chung Wong Toi,N/A,N/A,N/A,N/A,"22.406389,113.985278",0
1095,TM,toilet,Po Tong Ha Tsuen,N/A,N/A,N/A,N/A,"22.415833,113.971389",0
1096,YL,toilet,"Yuen Kong San Tsuen, Pat Heung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.420556,114.074444",0
1097,YL,toilet,"Wong Nai Tun Tsuen, Shui Tsiu San Tsuen Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.416389,114.021389",0
1098,YL,toilet,"Siu Hum Tsuen, Ka Lung Road, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.492222,114.081389",0
1099,YL,toilet,"Wai Tsai, Ngau Tam Mei Road, Ngau Tam Mei, Yuen Long",N/A,N/A,N/A,N/A,"22.479722,114.061667",0
1100,YL,toilet,"Pak Sha Tsuen, Kiu Hing Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.419444,114.023333",0
1101,N,toilet,"Hang Tau (Ngai Yuen Tsuen), Sheung Shui",N/A,N/A,N/A,N/A,"22.495,114.100278",0
1102,N,toilet,"Ma Tso Lung Yu Hing Tong (at side of access road to Shun Yee San Tsuen), Sheung Shui",N/A,N/A,N/A,N/A,"22.523056,114.099167",0
1103,TP,toilet,"Kau Lung Hang Village, Tai Po",N/A,N/A,N/A,N/A,"22.48,114.158889",0
1104,TP,toilet,"Nam Wa Po, Tai Po (Near Tsung Tsin Church)",N/A,N/A,N/A,N/A,"22.475556,114.152222",0
1105,TM,toilet,Luen On San Tsuen,N/A,N/A,N/A,N/A,"22.363056,114.021389",0
1106,TM,toilet,Tin Hau Temple Plaza near Tin Hau Road,N/A,N/A,N/A,N/A,"22.390556,113.971111",0
1107,TM,toilet,Tin Hau Temple Plaza near Hung Cheung Road,N/A,N/A,N/A,N/A,"22.390833,113.97",0
1108,N,toilet,"Side of House No. 15, Ying Pun Sheung Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.4725,114.109444",0
1109,N,toilet,"Ma Cho Lung San Tsuen at side of House No.21, Sheung Shui",N/A,N/A,N/A,N/A,"22.52,114.100556",0
1110,N,toilet,Ng Uk Tsuen (Chung Chai Yuen),N/A,N/A,N/A,N/A,"22.486389,114.123333",0
1111,TW,toilet,"Sheung Kwai Chung Tsuen, Tsuen Wan, NT",N/A,N/A,N/A,N/A,"22.374444,114.133611",0
1112,Is,toilet,"Nam Wan Sun Tsuen, Peng Chau",N/A,N/A,N/A,N/A,"22.280278,114.041111",0
1113,Is,toilet,"Shan Teng Tsuen, Peng Chau",N/A,N/A,N/A,N/A,"22.281667,114.04",0
1114,SK,toilet,Tai Miu,N/A,N/A,N/A,N/A,"22.270278,114.290556",0
1115,SK,toilet,At side of Pak Sha Wan Fisherman Village No. 16,N/A,N/A,N/A,N/A,"22.361667,114.256667",0
1116,SK,toilet,At side of Nam Pin Wai Village No. 16,N/A,N/A,N/A,N/A,"22.351667,114.247778",0
1117,SK,toilet,Ma Nam Wat,N/A,N/A,N/A,N/A,"22.358371,114.272361",0
1118,SK,toilet,Muk Min Shan Road,N/A,N/A,N/A,N/A,"22.390615,114.272916",0
1119,SK,toilet,"Tai Mong Tsai Road, near Lamp post No. 2555-7",N/A,N/A,N/A,N/A,"22.393333,114.2775",0
1120,SK,toilet,"Man Sau Sun Tsuen, near Lamp post No. 087007-4",N/A,N/A,N/A,N/A,"22.380131,114.264371",0
1121,SK,toilet,"Luk Mei Tsuen, near Lamp post N9103",N/A,N/A,N/A,N/A,"22.357674,114.249739",0
1122,YL,toilet,"Nga Yiu Tau Tsuen, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.4275,114.036944",0
1123,YL,toilet,"Tai Kei Leng, Tai Shu Ha Road East, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.433056,114.032222",0
1124,YL,toilet,"Siu Sheung San Tsuen,Tin Shing Wai. Yuen Long",N/A,N/A,N/A,N/A,"22.446944,114.041667",0
1125,YL,toilet,"To Uk Tsuen, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.43,114.095556",0
1126,YL,toilet,"Mong Tseng Tsuen, Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.478056,113.999444",0
1127,YL,toilet,"San Lee Uk Tsuen, Tin Ha Road, Hung Shui Kiu, Yuen Long",N/A,N/A,N/A,N/A,"22.436667,113.991389",0
1128,YL,toilet,"Chau Tau Tsuen, Chau Tau West Road, Lok Ma Chau, Yuen Long",N/A,N/A,N/A,N/A,"22.506944,114.084167",0
1129,YL,toilet,"Ha Wan Tsuen, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.514167,114.073889",0
1130,N,toilet,"Kwan Tei North Tsuen, Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.512778,114.158611",0
1131,N,toilet,"At side of San Uk Tsai (Greenland Garden), Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.510556,114.179167",0
1132,YL,toilet,Hong Kong Management Area at the Shenzhen-Hong Kong Western Corridor (I),N/A,N/A,N/A,N/A,"22.491900,113.943596",0
1133,YL,toilet,Hong Kong Management Area at the Shenzhen-Hong Kong Western Corridor (II),N/A,N/A,N/A,N/A,"22.491882,113.945415",0
1134,TW,toilet,"Sham Tseng East Village, Sham Tseng, NT",N/A,N/A,N/A,N/A,"22.366944,114.065833",0
1135,TP,toilet,"Tan Ka Wan, Tai Po",N/A,N/A,N/A,N/A,"22.451389,114.361944",0
1136,YL,toilet,"Cheung Po Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.416111,114.071944",0
1137,YL,toilet,"Sham Chung Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.433889,114.026944",0
1138,YL,toilet,"Sai Pin Wai, Yuen Long",N/A,N/A,N/A,N/A,"22.448889,114.031944",0
1139,TP,toilet,"Ko Lau Wan, Tai Po (Near Pier)",N/A,N/A,N/A,N/A,"22.458889,114.361311",0
1140,TP,toilet,"Ko Lau Wan, Tai Po (Near House No. 11)",N/A,N/A,N/A,N/A,"22.46,114.362222",0
1141,YL,toilet,Pak Sha,N/A,N/A,N/A,N/A,"22.425278,114.021944",0
1142,YL,toilet,"Chung Hau Tsue, Yuen Long",N/A,N/A,N/A,N/A,"22.452778,114.029444",0
1143,YL,toilet,"Shan Pui Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.453056,114.038333",0
1144,N,toilet,"Sheung Shui Entry / Exit Hub, San Wan Road, Sheung Shui",N/A,N/A,N/A,N/A,"22.504178,114.126052",0
1145,KT,toilet,"At side of Hip Wo Street Public Light Bus Terminus, Kwun Tong",N/A,N/A,N/A,N/A,"22.313056,114.226111",0
1146,YL,toilet,"Mong Tseng Wai, Yuen Long",N/A,N/A,N/A,N/A,"22.4775,114.004444",0
1147,YL,toilet,"Tung Tau Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.453611,114.027222",0
1148,TP,toilet,"Tai Hang Tsz Tong Tsuen, Tai Po",N/A,N/A,N/A,N/A,"22.469722,114.148889",0
1149,ST,toilet,"University Station Cycling Entry / Exit Hub, Chak Cheung Street, Sha Tin, N.T.",N/A,N/A,N/A,N/A,"22.413976,114.210318",0
1150,N,toilet,"Chuk Yuen, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.545556,114.155556",0
1151,TW,refuse,"23 Hoi Hing Road, Tsuen Wan",N/A,N/A,N/A,7:00 am - 11:30 pm,"22.370833,114.1075",0
1152,Is,toilet,"Tung Chung Waterfront Road, Lantau",N/A,N/A,N/A,N/A,"22.293333,113.939722",0
1153,Wch,refuse,"33 Tai Yuen Street and 7A Cross Street, Wan Chai",N/A,N/A,N/A,6:30 am - 11:30 pm,"22.275278,114.173056",0
1154,Wch,toilet,Adjacent to Bus Terminus at Wan Chai Ferry Concourse,N/A,N/A,N/A,N/A,"22.282778,114.178333",0
1155,TP,toilet,Tai Wo Village,N/A,N/A,N/A,N/A,"22.471471,114.153686",0
1156,E,toilet,North Point Ferry Pier Public Transport Interchange,N/A,N/A,N/A,N/A,"22.293289,114.201550",0
1157,YL,refuse,"Customs and Excise Department Inbound Cargo Examination Building, Lok Ma Chau Control Point",N/A,N/A,N/A,5:30 am -11:30 pm,"22.506667,114.076389",0
1158,YL,refuse,Cargo Area inside Shenzhen Western Corridor Co-location of Boundary Crossing Facilities,N/A,N/A,N/A,7:00 am - 6:00 pm,"22.489587,113.947003",0
1159,Wch,toilet,"G/F., The Aveune Phase 2, 200 Queenand#039;s Road East, Wan Chai",N/A,N/A,N/A,N/A,"22.275278,114.171944",0
1160,TM,toilet,Lung Kwu Tan near Lung Kwu Tan Village Office,N/A,N/A,N/A,N/A,"22.390833,113.919722",0
1161,TM,toilet,Tuen Mun Road (Tuen Mun direction),N/A,N/A,N/A,N/A,"22.358696,114.018461",0
1162,KC,refuse,"Yan Fung Street, next to Ho Man Tin MTR Station",N/A,N/A,N/A,6:30 am - 3:30 pm,"22.31,114.183056",0
